Key,ru,en
,"Р•СЃР»Рё СЃРІРѕР±РѕРґРЅС‹С… РєР»РµС‚РѕРє РЅРµ РѕРєР°Р¶РµС‚СЃСЏ - РєСѓРєСѓСЂСѓР·Р° РІС‹СЂР°СЃС‚РµС‚, РЅРѕ РЅРµ СЂР°Р·РјРЅРѕР¶РёС‚СЃСЏ. РЎР»РµРґРёС‚Рµ, С‡С‚РѕР±С‹ РµР№ РІСЃРµРіРґР° С…РІР°С‚Р°Р»Рѕ РјРµСЃС‚Р°!",
,,
,"РќРµ Р±СѓРґРµС‚ СЂР°СЃС‚Рё, РїРѕРєР° РЅРµ РЅР°СЃС‚СѓРїРёС‚ Р·Р°СЃСѓС…Р°.
РџРѕСЃР»Рµ РЅРµС‘ СЃСЂР°Р·Сѓ СЂР°СЃС†РІРµС‚С‘С‚ Рё РґР°СЃС‚ 5 РѕРІРѕС‰РµР№.",
,"Р•СЃР»Рё РїРѕР»РёС‚СЊ РєР°РєС‚СѓСЃ - РѕРЅ СѓРјСЂС‘С‚ Рё РёСЃС‡РµР·РЅРµС‚, РѕСЃС‚Р°РІРёРІ РїРѕСЃР»Рµ СЃРµР±СЏ РІСЃРєРѕРїР°РЅРЅСѓСЋ РїРѕС‡РІСѓ.",
,,
,"РџРѕР»РёРІР°Р№С‚Рµ 7 РґРЅРµР№ РїРѕРґСЂСЏРґ, РЅР°С‡РёРЅР°СЏ СЃ РґРЅСЏ РїРѕСЃР°РґРєРё, РёРЅР°С‡Рµ РєСЂР°СЃРёРІС‹Р№ С†РІРµС‚РѕРє Р·Р°СЃРѕС…РЅРµС‚.",
,"РџСЂРё РґРѕСЃС‚РёР¶РµРЅРёРё РјР°РєСЃРёРјР°Р»СЊРЅРѕР№ СЃС‚Р°РґРёРё СЂРѕСЃС‚Р° - РІС‹СЂР°С‰РёРІР°РµС‚ РЅР° СЃРІРѕР±РѕРґРЅС‹С… РєР»РµС‚РєР°С… С†РІРµС‚С‹, РєРѕС‚РѕСЂС‹Рµ СЃСЂР°Р·Сѓ РјРѕР¶РЅРѕ СЃРѕР±СЂР°С‚СЊ.",
,,
,РџРѕРґС€РёС‚С‹Р№ СЂСЋРєР·Р°Рє,
,РџРѕРґС€РёС‚С‹Р№ СЂСЋРєР·Р°Рє РїРѕР·РІРѕР»СЏРµС‚ СЃР°Р¶Р°С‚СЊ СЃРµРјРµРЅР° РЅРµ С‚СЂР°С‚СЏ СЌРЅРµСЂРіРёСЋ. ,
,"Р”Р»РёС‚СЃСЏ 3 РґРЅСЏ.
Р­РЅРµСЂРіРёСЏ С‚СЂР°С‚РёС‚СЃСЏ РЅР° СЃРјРµРЅСѓ С‚РёРїР° СЃРµРјСЏРЅ РІ СЂСЋРєР·Р°РєРµ.",
,РџРѕРґС€РёС‚С‹Р№ СЂСЋРєР·Р°Рє РїРѕР·РІРѕР»СЏРµС‚ СЃР°Р¶Р°С‚СЊ СЃРµРјРµРЅР° РЅРµ С‚СЂР°С‚СЏ СЌРЅРµСЂРіРёСЋ. РќРѕ СЌРЅРµСЂРіРёСЏ С‚СЂР°С‚РёС‚СЃСЏ РЅР° СЃРјРµРЅСѓ С‚РёРїР° СЃРµРјСЏРЅ РІ СЂСЋРєР·Р°РєРµ.,
,,
,Р”РІРѕР№РЅР°СЏ С‚СЏРїРєР°,
,Р”РѕРїРѕР»РЅРёС‚РµР»СЊРЅРѕ РІСЃРєР°РїС‹РІР°РµС‚ 1 СЃРѕСЃРµРґРЅСЋСЋ РєР»РµС‚РєСѓ.,
,Р’С‹Р±РёСЂР°РµС‚ РєР»РµС‚РєСѓ РёР· РІРѕР·РјРѕР¶РЅС‹С… - РґРІР° СЂР°Р·Р° РІСЃРєРѕРїР°С‚СЊ Р·РµРјР»СЋ РЅРµ РїРѕР»СѓС‡РёС‚СЃСЏ.,
,Р”РѕРїРѕР»РЅРёС‚РµР»СЊРЅРѕ РІСЃРєР°РїС‹РІР°РµС‚ 1 СЃРѕСЃРµРґРЅСЋСЋ РєР»РµС‚РєСѓ.,
,,
,Р—РµР»С‘РЅР°СЏ РєРѕСЃР°,
,"РџРѕР·РІРѕР»СЏРµС‚ СЃРѕР±РёСЂР°С‚СЊ СЃ СЃРѕСЂРЅСЏРєРѕРІ РѕРІРѕС‰Рё.
РџСЂРё СЃР±РѕСЂРµ СЃРѕСЂРЅСЏРєРѕРІ РґРѕР±Р°РІР»СЏРµС‚ Рє РЅРµРјСѓ РѕРІРѕС‰ Рё РјРѕРЅРµС‚РєСѓ.",
,"Р”Р»РёС‚СЃСЏ 3 РґРЅСЏ.
Р•СЃР»Рё РїСЂРёРјРµРЅС‚СЊ РЅР° Р»СѓР¶Сѓ С‚Рѕ РїРѕС‚СЂР°С‚РёС‚ 1 СЌРЅРµСЂРіРёСЋ Рё РїСЂРµРІСЂР°С‚РёС‚ РµС‘ РІ СЃРѕСЂРЅСЏРє.",
,РЎРѕСЂРЅСЏРєРё РґР°СЋС‚ РѕРІРѕС€Рё. Р•СЃР»Рё РїСЂРёРјРµРЅРёС‚СЊ РЅР° Р»СѓР¶Сѓ С‚Рѕ РїРѕС‚СЂР°С‚РёС‚ 1 СЌРЅРµСЂРіРёСЋ Рё РїСЂРµРІСЂР°С‚РёС‚ РµС‘ РІ СЃРѕСЂРЅСЏРє,
,,
,Р‘РµСЃРєРѕРЅРµС‡РЅР°СЏ Р»РµР№РєР°,
,Р‘РѕС‚-РїРѕР»РёРІР°С‚РµР»СЊ РЅРµ С‚СЂР°С‚РёС‚ СЌРЅРµСЂРіРёСЋ РЅР° РїРѕР»РёРІ.,
,"Р”РѕСЂРѕРіР°СЏ С€С‚СѓРєР°!
РЎС‚Р°СЂР°Р№С‚РµСЃСЊ Р·Р°СЂР°РЅРµРµ РїРѕРґРіРѕС‚РѕРІРёС‚СЊ СЂР°СЃС‚РµРЅРёСЏ Рё РіСЂСЏРґРєРё Рє РїРѕР»РёРІСѓ.",
,Р›РµР№РєР° РЅРµ С‚СЂР°С‚РёС‚ СЌРЅРµСЂРіРёСЋ,
,,
,РџРѕРіРѕРґРѕРјРµС‚СЂ,
,РћРїСЂРµРґРµР»СЏРµС‚ РІСЃРµ РїРѕРіРѕРґРЅС‹Рµ СЃРѕР±С‹С‚РёСЏ РЅР° РЅРµРґРµР»СЋ РІРїРµСЂС‘Рґ.,
,"РџРѕРіРѕРґРѕРјРµС‚СЂ СЃРјРѕР¶РµС‚ РѕРїСЂРµРґРµР»РёС‚СЊ, РєРѕРіРґР° Р±СѓРґРµС‚ ""РґРµРЅСЊ Р»СЋР±РІРё Рє СЂР°СЃС‚РµРЅРёСЏРј"", РµСЃР»Рё СЌС‚РѕС‚ РґРµРЅСЊ РІС‹РїР°РґР°РµС‚ РЅР° СЃР»РµРґСѓСЋС‰СѓСЋ РЅРµРґРµР»СЋ.",
,РџРѕРєР°Р·С‹РІР°РµС‚ РІСЃРµ РїРѕРіРѕРґРЅС‹Рµ СЃРѕР±С‹С‚РёСЏ РЅР° РЅРµРґРµР»СЋ РІРїРµСЂС‘Рґ,
,,
,Р‘Р°С‚Р°СЂРµР№РєР° РґР»СЏ С‡Р°СЃРѕРІ,
,"РџРѕР·РІРѕР»СЏРµС‚ РїРѕР»РЅРѕСЃС‚СЊСЋ РІРѕСЃСЃС‚Р°РЅРѕРІРёС‚СЊ СЌРЅРµСЂРіРёСЋ С‡Р°СЃРѕРІ.
Р РµРґРєР°СЏ С€С‚СѓРєР°!",
