Key,ru,en
ftue_weather_0,"Мои датчики погоды показывают,
что завтра что-то будет!
Проверь в календаре.","My weather sensors show
something will happen tomorrow!
Check the calendar."
ftue_weather_1,"Датчики не подвели. 
Влажность достигла земных уровней.
Нажми на иконку чтобы прочитать о дожде.","The sensors were right.
Humidity has reached Earth levels.
Tap the icon to read about rain."
ftue_weather_2,"В этом календаре прогнозов
можно увидеть когда ожидаются
погодные катаклизмы.","In this forecast calendar
you can see when
weather disasters are expected."
ftue_delivery,"Каждое воскресенье прилетает ракета с земли.
Можно открыть для поставок: 
-новые виды семян
-диковинные инструменты
-и даже целое селькохозяйственное строение!","Every Sunday a rocket arrives from Earth.
You can unlock for delivery:
-new types of seeds
-exotic tools
-and even an entire agricultural building!"
ftue_club,"Теперь у вас есть возможность
заглянуть на фермы к другим!","Now you have the opportunity
to visit other players' farms!"
tomato_page_1,"Чтобы вырастить помидор, достаточно посадить его в плодородную почву и полить.","To grow a tomato, just plant it in fertile soil and water it."
tomato_page_2,"Зато если полить его дополнительные 2 раза, то он расплодится и даст 3 овоща, вместо 1!","But if you water it 2 extra times, it will multiply and give 3 vegetables instead of 1!"
,По утрам из лужи может вырасти сорняк с шансом 50%.,"In the morning
a weed may grow from a puddle with a 50% chance."
,"При сборе даёт 1 монетку, но не даёт овощ.",When harvested it gives 1 coin but no vegetable.
,Если вскопать (не собрать) уже выросшую клубнику - она польёт две соседние клетки.,If you till (not harvest) a grown strawberry it will water two adjacent tiles.
,"Клубника не поливает клетки, которые невозможно полить.",Strawberries do not water tiles that cannot be watered.
,Дублирует действие с 3 правых клеток на 3 левые.,Duplicates the action from the 3 right tiles to the 3 left ones.
,"Дублирует не только действия игрока, но и любые другие воздействия.
Каждый день съедает по 2 монеты!!!",Duplicates not only player actions but any other effects.
Consumes 2 coins every day!!!,,
,"Сажайте тыквы друг с другом, чтобы получить больше урожая.",Plant pumpkins together to get a bigger harvest.
,"Уже выросшие тыквы не могут увеличиться.
Растёт 2 дня, но поливать нужно только 1 раз.",Grown pumpkins can't get bigger.
Grows for 2 days,but needs watering only once.,
,"Горох самостоятельно разрастается, но умирает, если коснётся другого растения.",Peas spread on their own but die if they touch another plant.
,"При сборе одной части гороха, собирается вся цепочка.
За ним очень трудно ухаживать, но результат впечатляет!",When you harvest one part of the peas the whole chain is collected.
It's hard to care for,but the result is impressive!,
,При сборе собирает овощи с соседних клеток и увеличивает свой урожай за каждую клетку.,When harvested it collects vegetables from adjacent tiles and increases its yield for each tile.
,"Сам лук собирается ПОСЛЕ окружающих клеток,
а значит удвоение от папоротника не сработает.",The onion is harvested AFTER the surrounding tiles
so the doubling from the fern won't work.,,
,Полностью выращенная мухоловка (3 дня) спасёт ваши растения от вредителей.,A fully grown flytrap (3 days) will save your plants from pests.
,"Мухоловка сама разрастается каждое утро, но боится воды. 
За каждое спасённое растение вы получите урожай.",The flytrap spreads on its own every morning but is afraid of water.
For every saved plant,you get a harvest.,
,Овощи вокруг выросшего папоротника дают двойной урожай.,Vegetables around a grown fern give double the harvest.
,"Выросший папортник надо поливать каждый день, иначе он засохнет.
Семечко засохнуть не может.",A grown fern must be watered every day or it will wither.
The seed cannot wither.,,
,Достаточно посадить и полить чтобы получить 1 баклажан.,Just plant and water to get 1 eggplant.
,Но если подождать дополнительно 2 дня - то вместо одного баклажана вы получите 3.,But if you wait 2 more days you'll get 3 eggplants instead of one.
,Если полить уже выросший одуванчик - он вскопает 2 соседние клетки.,If you water a grown dandelion it will till 2 adjacent tiles.
,"Одуванчик вскапывает только доступные клетки.
Если вскапывать ему нечего - то и полить его не получится.",The dandelion tills only available tiles.
If there's nothing to till,you can't water it.,
,При вырастании сажает кукурузу на соседнюю свободную клетку.,When it grows it plants corn on a nearby free tile.
,"Если свободных клеток не окажется - кукуруза вырастет, но не размножится. Следите, чтобы ей всегда хватало места!",If there are no free tiles the corn will grow but won't multiply. Make sure it always has enough space!
,"Не будет расти, пока не наступит засуха.
После неё сразу расцветёт и даст 5 овощей.",Won't grow until a drought comes.
After that,it will bloom and give 5 vegetables.,
,"Если полить кактус - он умрёт и исчезнет, оставив после себя вскопанную почву.",If you water a cactus it will die and disappear leaving tilled soil behind.
,"Поливайте 7 дней подряд, начиная с дня посадки, иначе красивый цветок засохнет.",Water for 7 days in a row from the day of planting or the beautiful flower will wither.
,"При достижении максимальной стадии роста - выращивает на свободных клетках цветы, которые сразу можно собрать.",At the final growth stage it grows flowers on free tiles which can be harvested immediately.
,Подшитый рюкзак,Patched backpack
,Подшитый рюкзак позволяет сажать семена не тратя энергию.,The patched backpack lets you plant seeds without spending energy.
,"Длится 3 дня.
Энергия тратится на смену типа семян в рюкзаке.",Lasts for 3 days.
Energy is spent when changing the seed type in the backpack.,,
,Подшитый рюкзак позволяет сажать семена не тратя энергию. Но энергия тратится на смену типа семян в рюкзаке.,The patched backpack lets you plant seeds without spending energy. But energy is spent when changing the seed type in the backpack.
,Двойная тяпка,Double hoe
,Дополнительно вскапывает 1 соседнюю клетку.,Additionally tills 1 adjacent tile.
,Выбирает клетку из возможных - два раза вскопать землю не получится.,Chooses a possible tile - you can't till the same soil twice.
,Дополнительно вскапывает 1 соседнюю клетку.,Additionally tills 1 adjacent tile.
,Зелёная коса,Green sickle
,"Позволяет собирать с сорняков овощи.
При сборе сорняков добавляет к нему овощ и монетку.",Allows you to collect vegetables from weeds.
When harvesting weeds,adds a vegetable and a coin.,
,"Длится 3 дня.
Если применть на лужу то потратит 1 энергию и превратит её в сорняк.",Lasts for 3 days.
If used on a puddle,it spends 1 energy and turns it into a weed.,
,Сорняки дают овоши. Если применить на лужу то потратит 1 энергию и превратит её в сорняк,Weeds give vegetables. If used on a puddle it spends 1 energy and turns it into a weed.
,Бесконечная лейка,Endless watering can
,Бот-поливатель не тратит энергию на полив.,The watering bot doesn't spend energy on watering.
,"Дорогая штука!
Старайтесь заранее подготовить растения и грядки к поливу.",Expensive thing!
Try to prepare your plants and beds for watering in advance.,,
,Лейка не тратит энергию,The watering can doesn't spend energy.
,Погодометр,Weatherometer
,Определяет все погодные события на неделю вперёд.,Detects all weather events for the week ahead.
,"Погодометр сможет определить, когда будет ""день любви к растениям"", если этот день выпадает на следующую неделю.","The weatherometer can tell when the """"Plant Love Day"""" will be if it falls on the next week."
,Показывает все погодные события на неделю вперёд,Shows all weather events for the week ahead.
,Батарейка для часов,Clock battery
,"Позволяет полностью восстановить энергию часов.
Редкая штука!",Allows you to fully restore the clock's energy.
A rare thing!,,
,"Не может быть использована, если энергия в часах не закончилась!",Cannot be used if the clock's energy isn't depleted!
,Полностью перезаряжает все дни,Fully recharges all days
,Мокрая коса,Wet sickle
,"Поливает клетку, перед тем как её собрать.
Не тратит энергию.",Waters a tile before harvesting it.
Doesn't spend energy.,,
,"Длится 2 дня.
Будьте аккуратны, мокрая коса сложна в обращении.",Lasts for 2 days.
Be careful,the wet sickle is tricky to use.,
,"Коса сначала поливает, а после собирает. Не тратит энергию.",The sickle first waters then harvests. Doesn't spend energy.
,Засуха,Drought
,Засуха превращает все незасеянные клетки обрато в песок.,Drought turns all unsown tiles back into sand.
,"Помим этого, все лужи мнгновенно высыхают и из них вырастают сорняки.",Besides that all puddles instantly dry up and weeds grow from them.
,Вредители,Pests
,"Съедают все растения, которые можно собрать сборщиком.",Eat all plants that can be harvested by the harvester.
,Заранее посаженная мухоловка поможет избежать ущерба.,A pre-planted flytrap will help avoid damage.
,День любви к растениям,Plant Love Day
,"Праздник!
Овощи покупают в 2 раза дороже!",Holiday!
Vegetables are bought for twice the price!,,
,"Наступает в случайный день во второй или третьей неделе месяца.
Улучшенный календарь показывает точную дату.",Occurs on a random day in the second or third week of the month.
The advanced calendar shows the exact date.,,
,Воскресная доставка,Sunday delivery
,"В этот день открывается межпланетная доставка.
На ней можно  запросить с Земли новые приспособления и виды растений.",On this day interplanetary delivery opens.
You can request new devices and plant types from Earth.,,
,Старайтесь вырастить как можно больше овощей чтобы получить самые новейшие разработки с Земли.,Try to grow as many vegetables as possible to get the latest developments from Earth.
,День,Day
,"Обычный день.
Солнце светит птички поют.",A regular day.
The sun is shining,birds are singing.,
,В самом начале дня у растений происходит переход на следующую стадию.,At the very start of the day plants move to the next stage.
,Дождь,Rain
,"Поливает все клетки, которые возможно полить.",Waters all tiles that can be watered.
,"Даже те, которые не нужно.
К примеру кактусы дождь точно не переживут.",Even those that don't need it.
For example,cactuses definitely won't survive the rain.,
,Неизвестное событие,Unknown event
,В этот день что-то произойдёт!,Something will happen on this day!
,Чтобы заранее знать что произойдёт - приобретите <color=blue>погодометр</color> в магазине инструментов.,To know in advance what will happen buy a <color=blue>weatherometer</color> in the tool shop.
,Сильный ветер,Strong wind
,Ветер раздувает семена из вашего инвентаре и высаживает их на случайные клетки.,The wind blows seeds from your inventory and plants them on random tiles.
,"Осторожно!
Если семян больше чем свободных клеток - они бесследно исчезнут.",Careful!
If there are more seeds than free tiles,the rest will disappear without a trace.,
,Биогенератор,Biogenerator
,При нажатии на биогенератор он переработает сорняк с одной из 6 клеток правее него в дополнительную энегрию.,When you press the biogenerator it will process a weed from one of the 6 tiles to its right into extra energy.
,При нажатии на биогенератор он переработает сорняк с одной из 6 клеток правее него в дополнительную энегрию.,When you press the biogenerator it will process a weed from one of the 6 tiles to its right into extra energy.
,Освежитель,Freshener
,"Заранее заправьте освежитель водой, пока он не станет золотым. Золотой освежитель спасёт ваши клетки от засухи и опустошится.",Pre-fill the freshener with water until it turns gold. The golden freshener will save your tiles from drought and then be emptied.
,"Заранее заправьте освежитель водой, пока он не станет золотым. Золотой освежитель спасёт ваши клетки от засухи и опустошится.",Pre-fill the freshener with water until it turns gold. The golden freshener will save your tiles from drought and then be emptied.
,Амбар с семенами,Seed barn
,Поместите внутрь семена выбранного растения и в магазине семян всегда будет возможность его купить.,Put the seeds of the selected plant inside and it will always be available in the seed shop.
,Поместите внутрь семена выбранного растения и в магазине семян всегда будет возможность его купить.,Put the seeds of the selected plant inside and it will always be available in the seed shop.
,Поливатель,Waterer
,Залейте внутрь воды и поливатель 2 дня польёт выбранную клетку,Pour water inside and the waterer will water the selected tile for 2 days
,Залейте внутрь воды и поливатель 2 дня польёт выбранную клетку,Pour water inside and the waterer will water the selected tile for 2 days
,Цель для поливателя,Target for waterer
,Трактор,Tractor
,Каждое утро вскапывает 1 случайную клетку.,Every morning tills 1 random tile.
,Каждое утро вскапывает 1 случайную клетку.,Every morning tills 1 random tile.
,,
,При нажатии на биогенератор он переработает сорняк с одной из 6 клеток правее него в дополнительную энегрию.,
,,
,Освежитель,
,"Заранее заправьте освежитель водой, пока он не станет золотым. Золотой освежитель спасёт ваши клетки от засухи и опустошится.",
,,
,"Заранее заправьте освежитель водой, пока он не станет золотым. Золотой освежитель спасёт ваши клетки от засухи и опустошится.",
,,
,Амбар с семенами,
,Поместите внутрь семена выбранного растения и в магазине семян всегда будет возможность его купить.,
,,
,Поместите внутрь семена выбранного растения и в магазине семян всегда будет возможность его купить.,
,,
,Поливатель,
,Залейте внутрь воды и поливатель 2 дня польёт выбранную клетку,
,,
,Залейте внутрь воды и поливатель 2 дня польёт выбранную клетку,
,,
,Цель для поливателя,
,,
,,
,,
,Трактор,
,Каждое утро вскапывает 1 случайную клетку.,
,,
,Каждое утро вскапывает 1 случайную клетку.,
,,
,,
,,
,,
,Новичок,
,Копатель,
,Огородник,
,Садовод,
,Труженик,
,Помощник фермера,
,Земледелец,
,Хозяйственник,
,Мастер Грядок,
,Агроном,
,Хозяин Полей,
,Урожайник,
,Бригадир овощей,
,Комбайнер,
,МегаФермер,
,Кооператор,
,Знаменитый фермер,
,Агробарон,
,Король Полей,
,Легендарный фермер,
